# fpr tpr
0.000000 0.000000
0.000000 0.008065
0.000000 0.088710
0.012821 0.088710
0.012821 0.266129
0.038462 0.266129
0.038462 0.370968
0.051282 0.370968
0.051282 0.395161
0.064103 0.395161
0.064103 0.443548
0.076923 0.443548
0.076923 0.564516
0.089744 0.564516
0.089744 0.637097
0.102564 0.637097
0.102564 0.653226
0.115385 0.653226
0.115385 0.693548
0.128205 0.693548
0.128205 0.725806
0.153846 0.725806
0.153846 0.733871
0.166667 0.733871
0.166667 0.798387
0.192308 0.798387
0.192308 0.830645
0.217949 0.830645
0.217949 0.838710
0.230769 0.838710
0.230769 0.854839
0.243590 0.854839
0.243590 0.862903
0.256410 0.862903
0.256410 0.870968
0.269231 0.870968
0.269231 0.879032
0.294872 0.879032
0.294872 0.887097
0.307692 0.887097
0.307692 0.895161
0.320513 0.895161
0.320513 0.903226
0.346154 0.903226
0.346154 0.919355
0.358974 0.919355
0.358974 0.927419
0.384615 0.927419
0.384615 0.943548
0.423077 0.943548
0.423077 0.951613
0.500000 0.951613
0.500000 0.959677
0.615385 0.959677
0.615385 0.975806
0.910256 0.975806
0.910256 0.983871
0.961538 0.983871
0.961538 0.991935
0.987179 0.991935
0.987179 1.000000
1.000000 1.000000
