# fpr tpr
0.000000 0.000000
0.000000 0.007246
0.000000 0.268116
0.012821 0.268116
0.012821 0.405797
0.038462 0.405797
0.038462 0.413043
0.051282 0.413043
0.051282 0.456522
0.064103 0.456522
0.064103 0.463768
0.089744 0.463768
0.089744 0.557971
0.115385 0.557971
0.115385 0.565217
0.128205 0.565217
0.128205 0.637681
0.141026 0.637681
0.141026 0.644928
0.153846 0.644928
0.153846 0.659420
0.166667 0.659420
0.166667 0.673913
0.179487 0.673913
0.179487 0.688406
0.192308 0.688406
0.192308 0.695652
0.217949 0.695652
0.217949 0.710145
0.230769 0.710145
0.230769 0.746377
0.269231 0.746377
0.269231 0.775362
0.307692 0.775362
0.307692 0.804348
0.320513 0.804348
0.320513 0.811594
0.423077 0.811594
0.423077 0.818841
0.435897 0.818841
0.435897 0.847826
0.448718 0.847826
0.448718 0.862319
0.461538 0.862319
0.461538 0.869565
0.487179 0.869565
0.487179 0.891304
0.551282 0.891304
0.551282 0.920290
0.615385 0.920290
0.615385 0.934783
0.679487 0.934783
0.679487 0.942029
0.692308 0.942029
0.692308 0.949275
0.705128 0.949275
0.705128 0.963768
0.717949 0.963768
0.717949 0.971014
0.730769 0.971014
0.730769 0.978261
0.820513 0.978261
0.820513 0.992754
0.833333 0.992754
0.833333 1.000000
1.000000 1.000000
