# fpr tpr
0.000000 0.000000
0.000000 0.008065
0.000000 0.032258
0.012821 0.032258
0.012821 0.056452
0.025641 0.056452
0.025641 0.080645
0.038462 0.080645
0.038462 0.104839
0.051282 0.104839
0.051282 0.185484
0.064103 0.185484
0.064103 0.209677
0.076923 0.209677
0.076923 0.290323
0.089744 0.290323
0.089744 0.346774
0.102564 0.346774
0.102564 0.411290
0.128205 0.411290
0.128205 0.419355
0.153846 0.419355
0.153846 0.451613
0.166667 0.451613
0.166667 0.475806
0.179487 0.475806
0.179487 0.500000
0.192308 0.500000
0.192308 0.556452
0.205128 0.556452
0.205128 0.596774
0.217949 0.596774
0.217949 0.612903
0.230769 0.612903
0.230769 0.637097
0.243590 0.637097
0.243590 0.661290
0.256410 0.661290
0.256410 0.701613
0.282051 0.701613
0.282051 0.709677
0.294872 0.709677
0.294872 0.725806
0.307692 0.725806
0.307692 0.741935
0.333333 0.741935
0.333333 0.750000
0.346154 0.750000
0.346154 0.774194
0.371795 0.774194
0.371795 0.782258
0.384615 0.782258
0.384615 0.798387
0.410256 0.798387
0.410256 0.806452
0.435897 0.806452
0.435897 0.822581
0.500000 0.822581
0.500000 0.838710
0.525641 0.838710
0.525641 0.862903
0.538462 0.862903
0.538462 0.870968
0.551282 0.870968
0.551282 0.895161
0.564103 0.895161
0.564103 0.903226
0.576923 0.903226
0.576923 0.911290
0.602564 0.911290
0.602564 0.919355
0.653846 0.919355
0.653846 0.927419
0.666667 0.927419
0.666667 0.935484
0.679487 0.935484
0.679487 0.951613
0.692308 0.951613
0.692308 0.959677
0.756410 0.959677
0.756410 0.975806
0.769231 0.975806
0.769231 0.983871
0.820513 0.983871
0.820513 0.991935
0.871795 0.991935
0.871795 1.000000
1.000000 1.000000
