# fpr mean_ccr
0.636637 0.856551
0.637638 0.856830
0.638639 0.857109
0.639640 0.857387
0.640641 0.857666
0.641642 0.857972
0.642643 0.858294
0.643644 0.858616
0.644645 0.858938
0.645646 0.859260
0.646647 0.859582
0.647648 0.859903
0.648649 0.860225
0.649650 0.860547
0.650651 0.860869
0.651652 0.861191
0.652653 0.861513
0.653654 0.861835
0.654655 0.862288
0.655656 0.862771
0.656657 0.863254
0.657658 0.863738
0.658659 0.864221
0.659660 0.864704
0.660661 0.865188
0.661662 0.865671
0.662663 0.866154
0.663664 0.866638
0.664665 0.867121
0.665666 0.867604
0.666667 0.868088
0.667668 0.868500
0.668669 0.868913
0.669670 0.869325
0.670671 0.869738
0.671672 0.870151
0.672673 0.870563
0.673674 0.870976
0.674675 0.871388
0.675676 0.871801
0.676677 0.872213
0.677678 0.872626
0.678679 0.873039
0.679680 0.873406
0.680681 0.873582
0.681682 0.873759
0.682683 0.873936
0.683684 0.874112
0.684685 0.874289
0.685686 0.874465
0.686687 0.874642
0.687688 0.874818
0.688689 0.874995
0.689690 0.875172
0.690691 0.875348
0.691692 0.875525
0.692693 0.875701
0.693694 0.875878
0.694695 0.876055
0.695696 0.876231
0.696697 0.876408
0.697698 0.876584
0.698699 0.876761
0.699700 0.876937
0.700701 0.877114
0.701702 0.877291
0.702703 0.877467
0.703704 0.877644
0.704705 0.877820
0.705706 0.878012
0.706707 0.878215
0.707708 0.878418
0.708709 0.878621
0.709710 0.878823
0.710711 0.879026
0.711712 0.879229
0.712713 0.879432
0.713714 0.879635
0.714715 0.879837
0.715716 0.880040
0.716717 0.880243
0.717718 0.880446
0.718719 0.880642
0.719720 0.880836
0.720721 0.881031
0.721722 0.881225
0.722723 0.881419
0.723724 0.881613
0.724725 0.881807
0.725726 0.882002
0.726727 0.882196
0.727728 0.882390
0.728729 0.882584
0.729730 0.882778
0.730731 0.882973
0.731732 0.885552
0.732733 0.885712
0.733734 0.885871
0.734735 0.886030
0.735736 0.886190
0.736737 0.886349
0.737738 0.886508
0.738739 0.886668
0.739740 0.886827
0.740741 0.886986
0.741742 0.887145
0.742743 0.887305
0.743744 0.887478
0.744745 0.887730
0.745746 0.887982
0.746747 0.888235
0.747748 0.888487
0.748749 0.888739
0.749750 0.888991
0.750751 0.889243
0.751752 0.889495
0.752753 0.889747
0.753754 0.889999
0.754755 0.890251
0.755756 0.890503
0.756757 0.891563
0.757758 0.891821
0.758759 0.892078
0.759760 0.892335
0.760761 0.892593
0.761762 0.892850
0.762763 0.893107
0.763764 0.893365
0.764765 0.893622
0.765766 0.893879
0.766767 0.894137
0.767768 0.894394
0.768769 0.894651
0.769770 0.894892
0.770771 0.895117
0.771772 0.895343
0.772773 0.895569
0.773774 0.895795
0.774775 0.896021
0.775776 0.896247
0.776777 0.896472
0.777778 0.896698
0.778779 0.896924
0.779780 0.897150
0.780781 0.897376
0.781782 0.897602
0.782783 0.897836
0.783784 0.898073
0.784785 0.898311
0.785786 0.898548
0.786787 0.898786
0.787788 0.899023
0.788789 0.899261
0.789790 0.899498
0.790791 0.899736
0.791792 0.899973
0.792793 0.900211
0.793794 0.900448
0.794795 0.900686
0.795796 0.901062
0.796797 0.901451
0.797798 0.901839
0.798799 0.902227
0.799800 0.902615
0.800801 0.903003
0.801802 0.903392
0.802803 0.903780
0.803804 0.904168
0.804805 0.904556
0.805806 0.904944
0.806807 0.905333
0.807808 0.905693
0.808809 0.905842
0.809810 0.905991
0.810811 0.906140
0.811812 0.906289
0.812813 0.906438
0.813814 0.906587
0.814815 0.906736
0.815816 0.906885
0.816817 0.907033
0.817818 0.907182
0.818819 0.907331
0.819820 0.907480
0.820821 0.906211
0.821822 0.906460
0.822823 0.906710
0.823824 0.906959
0.824825 0.907209
0.825826 0.907458
0.826827 0.907708
0.827828 0.907957
0.828829 0.908207
0.829830 0.908456
0.830831 0.908705
0.831832 0.908955
0.832833 0.909204
0.833834 0.909392
0.834835 0.909519
0.835836 0.909646
0.836837 0.909773
0.837838 0.909899
0.838839 0.910026
0.839840 0.910153
0.840841 0.910280
0.841842 0.910406
0.842843 0.910533
0.843844 0.910660
0.844845 0.910786
0.845846 0.910913
0.846847 0.911032
0.847848 0.911147
0.848849 0.911263
0.849850 0.911378
0.850851 0.911494
0.851852 0.911609
0.852853 0.911725
0.853854 0.911840
0.854855 0.911955
0.855856 0.912071
0.856857 0.912186
0.857858 0.912302
0.858859 0.912417
0.859860 0.912541
0.860861 0.912666
0.861862 0.912790
0.862863 0.912915
0.863864 0.913040
0.864865 0.913165
0.865866 0.913290
0.866867 0.913415
0.867868 0.913539
0.868869 0.913664
0.869870 0.913789
0.870871 0.913914
0.871872 0.914044
0.872873 0.914231
0.873874 0.914419
0.874875 0.914607
0.875876 0.914794
0.876877 0.914982
0.877878 0.915170
0.878879 0.915357
0.879880 0.915545
0.880881 0.915733
0.881882 0.915920
0.882883 0.916108
0.883884 0.916296
0.884885 0.916468
0.885886 0.916599
0.886887 0.916730
0.887888 0.916862
0.888889 0.916993
0.889890 0.917124
0.890891 0.917255
0.891892 0.917386
0.892893 0.917517
0.893894 0.917648
0.894895 0.917779
0.895896 0.917910
0.896897 0.918041
0.897898 0.918178
0.898899 0.918322
0.899900 0.918466
0.900901 0.918609
0.901902 0.918753
0.902903 0.918897
0.903904 0.919041
0.904905 0.919184
0.905906 0.919328
0.906907 0.919472
0.907908 0.919615
0.908909 0.919759
0.909910 0.919903
0.910911 0.920017
0.911912 0.920116
0.912913 0.920216
0.913914 0.920315
0.914915 0.920414
0.915916 0.920513
0.916917 0.920612
0.917918 0.920711
0.918919 0.920810
0.919920 0.920909
0.920921 0.921009
0.921922 0.921108
0.922923 0.921207
0.923924 0.921279
0.924925 0.921347
0.925926 0.921415
0.926927 0.921482
0.927928 0.921550
0.928929 0.921618
0.929930 0.921685
0.930931 0.921753
0.931932 0.921821
0.932933 0.921888
0.933934 0.921956
0.934935 0.922024
0.935936 0.922091
0.936937 0.922149
0.937938 0.922207
0.938939 0.922265
0.939940 0.922324
0.940941 0.922382
0.941942 0.922440
0.942943 0.922498
0.943944 0.922557
0.944945 0.922615
0.945946 0.922673
0.946947 0.922731
0.947948 0.922789
0.948949 0.922884
0.949950 0.923100
0.950951 0.923315
0.951952 0.923531
0.952953 0.923747
0.953954 0.923962
0.954955 0.924178
0.955956 0.924393
0.956957 0.924609
0.957958 0.924825
0.958959 0.925040
0.959960 0.925256
0.960961 0.925472
0.961962 0.925636
0.962963 0.925730
0.963964 0.925825
0.964965 0.925919
0.965966 0.926014
0.966967 0.926108
0.967968 0.926203
0.968969 0.926297
0.969970 0.926392
0.970971 0.926486
0.971972 0.926581
0.972973 0.926675
0.973974 0.926769
0.974975 0.926844
0.975976 0.926907
0.976977 0.926970
0.977978 0.927033
0.978979 0.927096
0.979980 0.927159
0.980981 0.927222
0.981982 0.927285
0.982983 0.927348
0.983984 0.927411
0.984985 0.927474
0.985986 0.927537
0.986987 0.927600
0.987988 0.927638
0.988989 0.927669
0.989990 0.927701
0.990991 0.927732
0.991992 0.927764
0.992993 0.927795
0.993994 0.927827
0.994995 0.927858
0.995996 0.927889
0.996997 0.927921
0.997998 0.927952
0.998999 0.927984
1.000000 0.928015
