# fpr ccr
0.000000 0.007246
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.007246
0.012821 0.050725
0.012821 0.021739
0.012821 0.014493
0.012821 0.072464
0.012821 0.108696
0.012821 0.188406
0.025641 0.260870
0.051282 0.326087
0.064103 0.398551
0.076923 0.478261
0.115385 0.514493
0.153846 0.536232
0.166667 0.543478
0.205128 0.557971
0.243590 0.565217
0.269231 0.572464
0.307692 0.579710
0.333333 0.579710
0.333333 0.579710
0.371795 0.594203
0.410256 0.615942
0.423077 0.644928
0.435897 0.695652
0.474359 0.731884
0.474359 0.804348
0.551282 0.891304
0.641026 0.920290
0.679487 0.949275
0.717949 0.963768
0.782051 0.978261
0.846154 0.985507
0.871795 0.985507
0.884615 0.992754
0.935897 0.992754
0.961538 0.992754
0.987179 0.992754
0.987179 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
1.000000 0.992754
