# fpr tpr
0.000000 0.000000
0.000000 0.007246
0.000000 0.028986
0.012821 0.028986
0.012821 0.420290
0.025641 0.420290
0.025641 0.463768
0.064103 0.463768
0.064103 0.492754
0.089744 0.492754
0.089744 0.500000
0.102564 0.500000
0.102564 0.514493
0.115385 0.514493
0.115385 0.528986
0.128205 0.528986
0.128205 0.543478
0.153846 0.543478
0.153846 0.579710
0.166667 0.579710
0.166667 0.586957
0.179487 0.586957
0.179487 0.594203
0.192308 0.594203
0.192308 0.601449
0.217949 0.601449
0.217949 0.615942
0.243590 0.615942
0.243590 0.630435
0.256410 0.630435
0.256410 0.637681
0.269231 0.637681
0.269231 0.659420
0.294872 0.659420
0.294872 0.673913
0.333333 0.673913
0.333333 0.688406
0.358974 0.688406
0.358974 0.710145
0.371795 0.710145
0.371795 0.717391
0.423077 0.717391
0.423077 0.724638
0.448718 0.724638
0.448718 0.739130
0.461538 0.739130
0.461538 0.746377
0.474359 0.746377
0.474359 0.760870
0.500000 0.760870
0.500000 0.768116
0.525641 0.768116
0.525641 0.775362
0.589744 0.775362
0.589744 0.782609
0.615385 0.782609
0.615385 0.811594
0.628205 0.811594
0.628205 0.826087
0.653846 0.826087
0.653846 0.847826
0.666667 0.847826
0.666667 0.855072
0.679487 0.855072
0.679487 0.869565
0.730769 0.869565
0.730769 0.884058
0.743590 0.884058
0.743590 0.891304
0.769231 0.891304
0.769231 0.905797
0.782051 0.905797
0.782051 0.934783
0.794872 0.934783
0.794872 0.942029
0.846154 0.942029
0.846154 0.956522
0.910256 0.956522
0.910256 0.985507
0.948718 0.985507
0.948718 0.992754
0.961538 0.992754
0.961538 1.000000
1.000000 1.000000
