# fpr ccr
0.000000 0.153226
0.000000 0.153226
0.000000 0.161290
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.008065
0.000000 0.008065
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.056452
0.000000 0.072581
0.000000 0.088710
0.000000 0.129032
0.000000 0.137097
0.025641 0.169355
0.051282 0.177419
0.102564 0.177419
0.102564 0.185484
0.115385 0.185484
0.115385 0.201613
0.141026 0.201613
0.192308 0.209677
0.205128 0.258065
0.230769 0.274194
0.282051 0.290323
0.307692 0.314516
0.320513 0.354839
0.358974 0.395161
0.423077 0.419355
0.448718 0.435484
0.512821 0.451613
0.538462 0.483871
0.576923 0.524194
0.615385 0.564516
0.679487 0.588710
0.679487 0.588710
0.705128 0.588710
0.730769 0.596774
0.730769 0.620968
0.756410 0.620968
0.756410 0.629032
0.794872 0.637097
0.807692 0.669355
0.871795 0.677419
0.910256 0.685484
0.923077 0.693548
0.948718 0.701613
0.961538 0.725806
0.974359 0.725806
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.725806
1.000000 0.725806
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
1.000000 0.733871
