# fpr tpr
0.000000 0.000000
0.012821 0.000000
0.025641 0.000000
0.025641 0.032258
0.038462 0.032258
0.038462 0.088710
0.051282 0.088710
0.051282 0.112903
0.064103 0.112903
0.064103 0.137097
0.076923 0.137097
0.076923 0.145161
0.089744 0.145161
0.089744 0.193548
0.102564 0.193548
0.102564 0.201613
0.115385 0.201613
0.115385 0.330645
0.128205 0.330645
0.128205 0.403226
0.141026 0.403226
0.141026 0.467742
0.153846 0.467742
0.153846 0.540323
0.192308 0.540323
0.192308 0.564516
0.205128 0.564516
0.205128 0.637097
0.243590 0.637097
0.243590 0.645161
0.269231 0.645161
0.269231 0.653226
0.282051 0.653226
0.282051 0.725806
0.320513 0.725806
0.320513 0.774194
0.358974 0.774194
0.358974 0.782258
0.371795 0.782258
0.371795 0.790323
0.410256 0.790323
0.410256 0.806452
0.435897 0.806452
0.435897 0.814516
0.461538 0.814516
0.461538 0.830645
0.474359 0.830645
0.474359 0.846774
0.487179 0.846774
0.487179 0.862903
0.500000 0.862903
0.500000 0.870968
0.512821 0.870968
0.512821 0.879032
0.525641 0.879032
0.525641 0.903226
0.666667 0.903226
0.666667 0.927419
0.743590 0.927419
0.743590 0.935484
0.833333 0.935484
0.833333 0.951613
0.858974 0.951613
0.858974 0.959677
0.871795 0.959677
0.871795 0.975806
0.884615 0.975806
0.884615 0.991935
0.910256 0.991935
0.910256 1.000000
1.000000 1.000000
