,0,1,2,3,4,5,6,7
0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0
3,0.1,0.1,0.0,18.7,0.0,0.0,0.0,0.2
4,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.2
6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0
7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,17.1
