# fpr tpr
0.000000 0.000000
0.012821 0.000000
0.025641 0.000000
0.025641 0.016129
0.076923 0.016129
0.076923 0.032258
0.102564 0.032258
0.102564 0.040323
0.115385 0.040323
0.115385 0.048387
0.128205 0.048387
0.128205 0.056452
0.141026 0.056452
0.141026 0.120968
0.153846 0.120968
0.153846 0.225806
0.166667 0.225806
0.166667 0.250000
0.192308 0.250000
0.192308 0.282258
0.217949 0.282258
0.217949 0.290323
0.256410 0.290323
0.256410 0.306452
0.282051 0.306452
0.282051 0.354839
0.294872 0.354839
0.294872 0.362903
0.333333 0.362903
0.333333 0.370968
0.346154 0.370968
0.346154 0.395161
0.371795 0.395161
0.371795 0.411290
0.384615 0.411290
0.384615 0.435484
0.397436 0.435484
0.397436 0.443548
0.410256 0.443548
0.410256 0.459677
0.423077 0.459677
0.423077 0.467742
0.435897 0.467742
0.435897 0.475806
0.448718 0.475806
0.448718 0.491935
0.461538 0.491935
0.461538 0.508065
0.474359 0.508065
0.474359 0.532258
0.487179 0.532258
0.487179 0.556452
0.564103 0.556452
0.564103 0.604839
0.589744 0.604839
0.589744 0.612903
0.615385 0.612903
0.615385 0.620968
0.628205 0.620968
0.628205 0.629032
0.666667 0.629032
0.666667 0.637097
0.717949 0.637097
0.717949 0.645161
0.730769 0.645161
0.730769 0.653226
0.743590 0.653226
0.743590 0.685484
0.756410 0.685484
0.756410 0.693548
0.769231 0.693548
0.769231 0.725806
0.782051 0.725806
0.782051 0.733871
0.794872 0.733871
0.794872 0.741935
0.807692 0.741935
0.807692 0.758065
0.833333 0.758065
0.833333 0.774194
0.871795 0.774194
0.871795 0.782258
0.884615 0.782258
0.884615 0.814516
0.910256 0.814516
0.910256 0.862903
0.923077 0.862903
0.923077 0.879032
0.935897 0.879032
0.935897 0.903226
0.974359 0.903226
0.974359 0.919355
0.987179 0.919355
0.987179 0.935484
1.000000 0.935484
1.000000 1.000000
