fpr,tpr
0.0,0.0
0.0,0.008064516129032258
0.0,0.08870967741935484
0.01282051282051282,0.08870967741935484
0.01282051282051282,0.0967741935483871
0.02564102564102564,0.0967741935483871
0.02564102564102564,0.12096774193548387
0.038461538461538464,0.12096774193548387
0.038461538461538464,0.1774193548387097
0.0641025641025641,0.1774193548387097
0.0641025641025641,0.1935483870967742
0.07692307692307693,0.1935483870967742
0.07692307692307693,0.20161290322580644
0.1282051282051282,0.20161290322580644
0.1282051282051282,0.28225806451612906
0.14102564102564102,0.28225806451612906
0.14102564102564102,0.3225806451612903
0.19230769230769232,0.3225806451612903
0.19230769230769232,0.3629032258064516
0.20512820512820512,0.3629032258064516
0.20512820512820512,0.3790322580645161
0.21794871794871795,0.3790322580645161
0.21794871794871795,0.3951612903225806
0.23076923076923078,0.3951612903225806
0.23076923076923078,0.4112903225806452
0.24358974358974358,0.4112903225806452
0.24358974358974358,0.45161290322580644
0.2692307692307692,0.45161290322580644
0.2692307692307692,0.4838709677419355
0.2948717948717949,0.4838709677419355
0.2948717948717949,0.5080645161290323
0.32051282051282054,0.5080645161290323
0.32051282051282054,0.5161290322580645
0.3333333333333333,0.5161290322580645
0.3333333333333333,0.5645161290322581
0.34615384615384615,0.5645161290322581
0.34615384615384615,0.5887096774193549
0.358974358974359,0.5887096774193549
0.358974358974359,0.6290322580645161
0.3717948717948718,0.6290322580645161
0.3717948717948718,0.6532258064516129
0.3974358974358974,0.6532258064516129
0.3974358974358974,0.6774193548387096
0.4358974358974359,0.6774193548387096
0.4358974358974359,0.6854838709677419
0.47435897435897434,0.6854838709677419
0.47435897435897434,0.6935483870967742
0.48717948717948717,0.6935483870967742
0.48717948717948717,0.7016129032258065
0.5512820512820513,0.7016129032258065
0.5512820512820513,0.7096774193548387
0.5641025641025641,0.7096774193548387
0.5641025641025641,0.717741935483871
0.5769230769230769,0.717741935483871
0.5769230769230769,0.7258064516129032
0.6410256410256411,0.7258064516129032
0.6410256410256411,0.7338709677419355
0.6538461538461539,0.7338709677419355
0.6538461538461539,0.7419354838709677
0.6666666666666666,0.7419354838709677
0.6666666666666666,0.75
0.6923076923076923,0.75
0.6923076923076923,0.7580645161290323
0.7307692307692307,0.7580645161290323
0.7307692307692307,0.7661290322580645
0.7435897435897436,0.7661290322580645
0.7435897435897436,0.7741935483870968
0.7948717948717948,0.7741935483870968
0.7948717948717948,0.782258064516129
0.8076923076923077,0.782258064516129
0.8076923076923077,0.8225806451612904
0.8333333333333334,0.8225806451612904
0.8333333333333334,0.8306451612903226
0.8461538461538461,0.8306451612903226
0.8461538461538461,0.8387096774193549
0.8717948717948718,0.8387096774193549
0.8717948717948718,0.8629032258064516
0.8846153846153846,0.8629032258064516
0.8846153846153846,0.8870967741935484
0.8974358974358975,0.8870967741935484
0.8974358974358975,0.9032258064516129
0.9230769230769231,0.9032258064516129
0.9230769230769231,0.967741935483871
0.9615384615384616,0.967741935483871
0.9615384615384616,0.9838709677419355
0.9871794871794872,0.9838709677419355
0.9871794871794872,0.9919354838709677
1.0,0.9919354838709677
1.0,1.0
