# fpr mean_ccr
0.132132 0.001613
0.133133 0.001613
0.134134 0.001613
0.135135 0.001613
0.136136 0.001613
0.137137 0.001613
0.138138 0.001613
0.139139 0.001613
0.140140 0.001613
0.141141 0.001613
0.142142 0.001613
0.143143 0.001613
0.144144 0.001613
0.145145 0.001613
0.146146 0.001613
0.147147 0.001613
0.148148 0.001613
0.149149 0.001613
0.150150 0.001613
0.151151 0.001613
0.152152 0.001613
0.153153 0.001613
0.154154 0.001613
0.155155 0.001613
0.156156 0.001613
0.157157 0.001613
0.158158 0.001613
0.159159 0.001613
0.160160 0.001613
0.161161 0.001613
0.162162 0.001613
0.163163 0.001613
0.164164 0.001613
0.165165 0.001613
0.166166 0.001613
0.167167 0.001613
0.168168 0.001613
0.169169 0.001613
0.170170 0.001613
0.171171 0.001613
0.172172 0.001613
0.173173 0.001613
0.174174 0.001613
0.175175 0.001613
0.176176 0.001613
0.177177 0.001613
0.178178 0.001613
0.179179 0.001613
0.180180 0.001613
0.181181 0.001613
0.182182 0.001613
0.183183 0.001613
0.184184 0.001613
0.185185 0.001613
0.186186 0.001613
0.187187 0.001613
0.188188 0.001613
0.189189 0.001613
0.190190 0.001613
0.191191 0.001613
0.192192 0.001613
0.193193 0.001613
0.194194 0.001613
0.195195 0.001613
0.196196 0.001613
0.197197 0.001613
0.198198 0.001613
0.199199 0.001613
0.200200 0.001613
0.201201 0.001613
0.202202 0.001613
0.203203 0.001613
0.204204 0.001613
0.205205 0.001613
0.206206 0.001613
0.207207 0.001613
0.208208 0.001613
0.209209 0.001613
0.210210 0.001613
0.211211 0.001613
0.212212 0.001613
0.213213 0.001613
0.214214 0.001613
0.215215 0.001613
0.216216 0.001613
0.217217 0.001613
0.218218 0.001613
0.219219 0.001613
0.220220 0.001613
0.221221 0.001613
0.222222 0.001613
0.223223 0.001613
0.224224 0.001613
0.225225 0.001613
0.226226 0.001613
0.227227 0.001613
0.228228 0.001613
0.229229 0.001613
0.230230 0.001613
0.231231 0.001613
0.232232 0.001613
0.233233 0.001613
0.234234 0.001613
0.235235 0.001613
0.236236 0.001613
0.237237 0.001613
0.238238 0.001613
0.239239 0.001613
0.240240 0.001613
0.241241 0.001613
0.242242 0.001613
0.243243 0.001613
0.244244 0.001613
0.245245 0.001613
0.246246 0.001613
0.247247 0.001613
0.248248 0.001613
0.249249 0.001613
0.250250 0.001613
0.251251 0.001613
0.252252 0.001613
0.253253 0.001613
0.254254 0.001613
0.255255 0.001613
0.256256 0.001613
0.257257 0.001613
0.258258 0.001613
0.259259 0.001613
0.260260 0.001613
0.261261 0.001613
0.262262 0.001613
