# fpr tpr
0.000000 0.000000
0.012821 0.000000
0.012821 0.008065
0.025641 0.008065
0.025641 0.024194
0.064103 0.024194
0.064103 0.032258
0.076923 0.032258
0.076923 0.040323
0.089744 0.040323
0.089744 0.120968
0.115385 0.120968
0.115385 0.145161
0.128205 0.145161
0.128205 0.217742
0.141026 0.217742
0.141026 0.274194
0.166667 0.274194
0.166667 0.298387
0.179487 0.298387
0.179487 0.314516
0.192308 0.314516
0.192308 0.338710
0.205128 0.338710
0.205128 0.379032
0.217949 0.379032
0.217949 0.387097
0.230769 0.387097
0.230769 0.419355
0.269231 0.419355
0.269231 0.483871
0.282051 0.483871
0.282051 0.508065
0.294872 0.508065
0.294872 0.524194
0.307692 0.524194
0.307692 0.540323
0.320513 0.540323
0.320513 0.564516
0.346154 0.564516
0.346154 0.596774
0.358974 0.596774
0.358974 0.604839
0.384615 0.604839
0.384615 0.612903
0.397436 0.612903
0.397436 0.629032
0.435897 0.629032
0.435897 0.653226
0.461538 0.653226
0.461538 0.669355
0.500000 0.669355
0.500000 0.677419
0.538462 0.677419
0.538462 0.693548
0.551282 0.693548
0.551282 0.701613
0.576923 0.701613
0.576923 0.709677
0.589744 0.709677
0.589744 0.725806
0.602564 0.725806
0.602564 0.741935
0.615385 0.741935
0.615385 0.758065
0.628205 0.758065
0.628205 0.774194
0.641026 0.774194
0.641026 0.782258
0.653846 0.782258
0.653846 0.790323
0.692308 0.790323
0.692308 0.806452
0.717949 0.806452
0.717949 0.846774
0.756410 0.846774
0.756410 0.854839
0.794872 0.854839
0.794872 0.927419
0.807692 0.927419
0.807692 0.967742
0.833333 0.967742
0.833333 0.975806
0.871795 0.975806
0.871795 0.983871
0.897436 0.983871
0.897436 0.991935
0.910256 0.991935
0.910256 1.000000
1.000000 1.000000
