# fpr mean_tpr
0.226226 0.325526
0.227227 0.325526
0.228228 0.325526
0.229229 0.325526
0.230230 0.325526
0.231231 0.341164
0.232232 0.341164
0.233233 0.341164
0.234234 0.341164
0.235235 0.341164
0.236236 0.341164
0.237237 0.341164
0.238238 0.341164
0.239239 0.341164
0.240240 0.341164
0.241241 0.341164
0.242242 0.341164
0.243243 0.341164
0.244244 0.363721
0.245245 0.363721
0.246246 0.363721
0.247247 0.363721
0.248248 0.363721
0.249249 0.363721
0.250250 0.363721
0.251251 0.363721
0.252252 0.363721
0.253253 0.363721
0.254254 0.363721
0.255255 0.363721
0.256256 0.363721
0.257257 0.370898
0.258258 0.370898
0.259259 0.370898
0.260260 0.370898
0.261261 0.370898
0.262262 0.370898
0.263263 0.370898
0.264264 0.370898
0.265265 0.370898
0.266266 0.370898
0.267267 0.370898
0.268268 0.370898
0.269269 0.389037
0.270270 0.389037
0.271271 0.389037
0.272272 0.389037
0.273273 0.389037
0.274274 0.389037
0.275275 0.389037
0.276276 0.389037
0.277277 0.389037
0.278278 0.389037
0.279279 0.389037
0.280280 0.389037
0.281281 0.389037
0.282282 0.403308
0.283283 0.403308
0.284284 0.403308
0.285285 0.403308
0.286286 0.403308
0.287287 0.403308
0.288288 0.403308
0.289289 0.403308
0.290290 0.403308
0.291291 0.403308
0.292292 0.403308
0.293293 0.403308
0.294294 0.403308
0.295295 0.414189
0.296296 0.414189
0.297297 0.414189
0.298298 0.414189
0.299299 0.414189
0.300300 0.414189
0.301301 0.414189
0.302302 0.414189
0.303303 0.414189
0.304304 0.414189
0.305305 0.414189
0.306306 0.414189
0.307307 0.414189
0.308308 0.432550
0.309309 0.432550
0.310310 0.432550
0.311311 0.432550
0.312312 0.432550
0.313313 0.432550
0.314314 0.432550
0.315315 0.432550
0.316316 0.432550
0.317317 0.432550
0.318318 0.432550
0.319319 0.432550
0.320320 0.432550
0.321321 0.451332
0.322322 0.451332
0.323323 0.451332
0.324324 0.451332
0.325325 0.451332
0.326326 0.451332
0.327327 0.451332
0.328328 0.451332
0.329329 0.451332
0.330330 0.451332
0.331331 0.451332
0.332332 0.451332
0.333333 0.460928
0.334334 0.460928
0.335335 0.460928
0.336336 0.460928
0.337337 0.460928
0.338338 0.460928
0.339339 0.460928
0.340340 0.460928
0.341341 0.460928
0.342342 0.460928
0.343343 0.460928
0.344344 0.460928
0.345345 0.460928
0.346346 0.478015
0.347347 0.478015
0.348348 0.478015
0.349349 0.478015
0.350350 0.478015
0.351351 0.478015
0.352352 0.478015
0.353353 0.478015
0.354354 0.478015
0.355355 0.478015
0.356356 0.478015
0.357357 0.478015
0.358358 0.478015
0.359359 0.489060
0.360360 0.489060
0.361361 0.489060
0.362362 0.489060
0.363363 0.489060
0.364364 0.489060
0.365365 0.489060
0.366366 0.489060
0.367367 0.489060
0.368368 0.489060
0.369369 0.489060
0.370370 0.489060
0.371371 0.489060
0.372372 0.505026
0.373373 0.505026
0.374374 0.505026
0.375375 0.505026
0.376376 0.505026
0.377377 0.505026
0.378378 0.505026
0.379379 0.505026
0.380380 0.505026
0.381381 0.505026
0.382382 0.505026
0.383383 0.505026
0.384384 0.505026
0.385385 0.514294
0.386386 0.514294
0.387387 0.514294
0.388388 0.514294
0.389389 0.514294
0.390390 0.514294
0.391391 0.514294
0.392392 0.514294
0.393393 0.514294
0.394394 0.514294
0.395395 0.514294
0.396396 0.514294
0.397397 0.514294
0.398398 0.527267
0.399399 0.527267
0.400400 0.527267
0.401401 0.527267
0.402402 0.527267
0.403403 0.527267
0.404404 0.527267
0.405405 0.527267
0.406406 0.527267
0.407407 0.527267
0.408408 0.527267
0.409409 0.527267
0.410410 0.535402
0.411411 0.535402
0.412412 0.535402
0.413413 0.535402
0.414414 0.535402
0.415415 0.535402
0.416416 0.535402
0.417417 0.535402
0.418418 0.535402
0.419419 0.535402
0.420420 0.535402
0.421421 0.535402
0.422422 0.535402
0.423423 0.545792
0.424424 0.545792
0.425425 0.545792
0.426426 0.545792
0.427427 0.545792
0.428428 0.545792
0.429429 0.545792
0.430430 0.545792
0.431431 0.545792
0.432432 0.545792
0.433433 0.545792
0.434434 0.545792
0.435435 0.545792
0.436436 0.556510
0.437437 0.556510
0.438438 0.556510
0.439439 0.556510
0.440440 0.556510
0.441441 0.556510
0.442442 0.556510
0.443443 0.556510
0.444444 0.556510
0.445445 0.556510
0.446446 0.556510
0.447447 0.556510
0.448448 0.556510
0.449449 0.563604
0.450450 0.563604
0.451451 0.563604
0.452452 0.563604
0.453453 0.563604
0.454454 0.563604
0.455455 0.563604
0.456456 0.563604
0.457457 0.563604
0.458458 0.563604
0.459459 0.563604
0.460460 0.563604
0.461461 0.563604
0.462462 0.572873
0.463463 0.572873
0.464464 0.572873
0.465465 0.572873
0.466466 0.572873
0.467467 0.572873
0.468468 0.572873
0.469469 0.572873
0.470470 0.572873
0.471471 0.572873
0.472472 0.572873
0.473473 0.572873
0.474474 0.579243
0.475475 0.579243
0.476476 0.579243
0.477477 0.579243
0.478478 0.579243
0.479479 0.579243
0.480480 0.579243
0.481481 0.579243
0.482482 0.579243
0.483483 0.579243
0.484484 0.579243
0.485485 0.579243
0.486486 0.579243
0.487487 0.592695
0.488488 0.592695
0.489489 0.592695
0.490490 0.592695
0.491491 0.592695
0.492492 0.592695
0.493493 0.592695
0.494494 0.592695
0.495495 0.592695
0.496496 0.592695
0.497497 0.592695
0.498498 0.592695
0.499499 0.592695
0.500501 0.605259
0.501502 0.605259
0.502503 0.605259
