# fpr tpr
0.000000 0.000000
0.000000 0.008065
0.000000 0.524194
0.012821 0.524194
0.012821 0.790323
0.025641 0.790323
0.025641 0.838710
0.038462 0.838710
0.038462 0.862903
0.051282 0.862903
0.051282 0.879032
0.089744 0.879032
0.089744 0.935484
0.115385 0.935484
0.115385 0.943548
0.153846 0.943548
0.153846 0.951613
0.179487 0.951613
0.179487 0.959677
0.205128 0.959677
0.205128 0.967742
0.256410 0.967742
0.256410 0.975806
0.333333 0.975806
0.333333 0.983871
0.589744 0.983871
0.589744 0.991935
0.653846 0.991935
0.653846 1.000000
1.000000 1.000000
