# fpr tpr
0.000000 0.000000
0.000000 0.007246
0.000000 0.021739
0.012821 0.021739
0.012821 0.079710
0.025641 0.079710
0.025641 0.311594
0.038462 0.311594
0.038462 0.333333
0.051282 0.333333
0.051282 0.355072
0.064103 0.355072
0.064103 0.376812
0.076923 0.376812
0.076923 0.521739
0.089744 0.521739
0.089744 0.601449
0.102564 0.601449
0.102564 0.637681
0.115385 0.637681
0.115385 0.688406
0.128205 0.688406
0.128205 0.724638
0.153846 0.724638
0.153846 0.731884
0.166667 0.731884
0.166667 0.753623
0.179487 0.753623
0.179487 0.768116
0.205128 0.768116
0.205128 0.840580
0.217949 0.840580
0.217949 0.847826
0.230769 0.847826
0.230769 0.869565
0.243590 0.869565
0.243590 0.884058
0.256410 0.884058
0.256410 0.891304
0.269231 0.891304
0.269231 0.905797
0.282051 0.905797
0.282051 0.927536
0.307692 0.927536
0.307692 0.949275
0.320513 0.949275
0.320513 0.956522
0.371795 0.956522
0.371795 0.963768
0.384615 0.963768
0.384615 0.971014
0.410256 0.971014
0.410256 0.985507
0.589744 0.985507
0.589744 0.992754
0.602564 0.992754
0.602564 1.000000
1.000000 1.000000
