# fpr tpr
0.000000 0.000000
0.000000 0.008065
0.000000 0.137097
0.012821 0.137097
0.012821 0.475806
0.025641 0.475806
0.025641 0.629032
0.038462 0.629032
0.038462 0.798387
0.051282 0.798387
0.051282 0.854839
0.076923 0.854839
0.076923 0.870968
0.115385 0.870968
0.115385 0.879032
0.153846 0.879032
0.153846 0.919355
0.166667 0.919355
0.166667 0.927419
0.179487 0.927419
0.179487 0.935484
0.230769 0.935484
0.230769 0.943548
0.294872 0.943548
0.294872 0.951613
0.320513 0.951613
0.320513 0.983871
0.333333 0.983871
0.333333 0.991935
0.705128 0.991935
0.705128 1.000000
1.000000 1.000000
