# fpr mean_ccr
0.861862 0.993069
0.862863 0.993069
0.863864 0.993069
0.864865 0.993069
0.865866 0.993069
0.866867 0.993069
0.867868 0.993069
0.868869 0.993069
0.869870 0.993069
0.870871 0.993069
0.871872 0.993069
0.872873 0.993069
0.873874 0.993069
0.874875 0.993069
0.875876 0.993069
0.876877 0.993069
0.877878 0.993069
0.878879 0.993069
0.879880 0.993069
0.880881 0.993069
0.881882 0.993069
0.882883 0.993069
0.883884 0.993069
0.884885 0.993069
0.885886 0.993069
0.886887 0.993069
0.887888 0.993069
0.888889 0.993069
0.889890 0.993069
0.890891 0.993069
0.891892 0.993069
0.892893 0.993069
0.893894 0.993069
0.894895 0.993069
0.895896 0.993069
0.896897 0.993069
0.897898 0.993069
0.898899 0.993069
0.899900 0.993069
0.900901 0.993069
0.901902 0.993069
0.902903 0.993069
0.903904 0.993069
0.904905 0.993069
0.905906 0.993069
0.906907 0.993069
0.907908 0.993069
0.908909 0.993069
0.909910 0.993069
0.910911 0.993069
0.911912 0.993069
0.912913 0.993069
0.913914 0.993069
0.914915 0.993069
0.915916 0.993069
0.916917 0.993069
0.917918 0.993069
0.918919 0.993069
0.919920 0.993069
0.920921 0.993069
0.921922 0.993069
0.922923 0.993069
0.923924 0.993069
0.924925 0.993069
0.925926 0.993069
0.926927 0.993069
0.927928 0.993069
0.928929 0.993069
0.929930 0.993069
0.930931 0.993069
0.931932 0.993069
0.932933 0.993069
0.933934 0.993069
0.934935 0.993069
0.935936 0.993069
0.936937 0.993069
0.937938 0.993069
0.938939 0.993069
0.939940 0.993069
0.940941 0.993069
0.941942 0.993069
0.942943 0.993069
0.943944 0.993069
0.944945 0.993069
0.945946 0.993069
0.946947 0.993069
0.947948 0.993069
0.948949 0.993069
0.949950 0.993069
0.950951 0.993069
0.951952 0.993069
0.952953 0.993069
0.953954 0.993069
0.954955 0.993069
0.955956 0.993069
0.956957 0.993069
0.957958 0.993069
0.958959 0.993069
0.959960 0.993069
0.960961 0.993069
0.961962 0.993069
0.962963 0.993069
0.963964 0.993069
0.964965 0.993069
0.965966 0.993069
0.966967 0.993069
0.967968 0.993069
0.968969 0.993069
0.969970 0.993069
0.970971 0.993069
0.971972 0.993069
0.972973 0.993069
0.973974 0.993069
0.974975 0.993069
0.975976 0.993069
0.976977 0.993069
0.977978 0.993069
0.978979 0.993069
0.979980 0.993069
0.980981 0.993069
0.981982 0.993069
0.982983 0.993069
0.983984 0.993069
0.984985 0.993069
0.985986 0.993069
0.986987 0.993069
0.987988 0.993120
0.988989 0.993183
0.989990 0.993246
0.990991 0.993309
0.991992 0.993372
0.992993 0.993435
0.993994 0.993498
0.994995 0.993561
0.995996 0.993624
0.996997 0.993687
0.997998 0.993750
0.998999 0.993813
1.000000 0.993876
