# fpr tpr
0.000000 0.000000
0.000000 0.008065
0.000000 0.274194
0.012821 0.274194
0.012821 0.564516
0.038462 0.564516
0.038462 0.588710
0.051282 0.588710
0.051282 0.645161
0.064103 0.645161
0.064103 0.685484
0.089744 0.685484
0.089744 0.717742
0.115385 0.717742
0.115385 0.766129
0.128205 0.766129
0.128205 0.806452
0.141026 0.806452
0.141026 0.838710
0.153846 0.838710
0.153846 0.854839
0.166667 0.854839
0.166667 0.862903
0.192308 0.862903
0.192308 0.887097
0.217949 0.887097
0.217949 0.911290
0.230769 0.911290
0.230769 0.959677
0.243590 0.959677
0.243590 0.967742
0.282051 0.967742
0.282051 0.975806
0.307692 0.975806
0.307692 0.983871
0.743590 0.983871
0.743590 0.991935
0.987179 0.991935
0.987179 1.000000
1.000000 1.000000
