# fpr tpr
0.000000 0.000000
0.000000 0.007246
0.000000 0.355072
0.012821 0.355072
0.012821 0.463768
0.025641 0.463768
0.025641 0.731884
0.038462 0.731884
0.038462 0.739130
0.051282 0.739130
0.051282 0.811594
0.064103 0.811594
0.064103 0.833333
0.076923 0.833333
0.076923 0.891304
0.089744 0.891304
0.089744 0.905797
0.102564 0.905797
0.102564 0.920290
0.115385 0.920290
0.115385 0.942029
0.141026 0.942029
0.141026 0.956522
0.166667 0.956522
0.166667 0.978261
0.294872 0.978261
0.294872 0.985507
0.333333 0.985507
0.333333 1.000000
1.000000 1.000000
